satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary,left
0.89,0.65,5,195,6,No accident,No promotion,support,low,Yes
0.41,0.57,2,160,3,No accident,No promotion,support,low,Yes
0.44,0.51,2,150,3,No accident,No promotion,support,low,Yes
0.87,0.84,4,264,6,No accident,No promotion,support,low,Yes
0.1,0.84,6,309,4,No accident,No promotion,support,low,Yes
0.41,0.47,2,135,3,No accident,No promotion,support,low,Yes
0.11,0.85,6,261,4,No accident,No promotion,support,low,Yes
0.43,0.53,2,160,3,No accident,No promotion,support,low,Yes
0.77,0.9,4,237,5,No accident,No promotion,support,low,Yes
0.41,0.52,2,136,3,No accident,No promotion,technical,low,Yes
0.41,0.48,2,139,3,No accident,No promotion,technical,low,Yes
0.36,0.78,2,151,4,No accident,No promotion,technical,low,Yes
0.77,1,5,229,5,No accident,No promotion,management,low,Yes
0.81,0.98,5,245,5,No accident,No promotion,IT,low,Yes
0.39,0.54,2,127,3,No accident,No promotion,IT,low,Yes
0.09,0.94,6,283,5,No accident,No promotion,IT,low,Yes
0.44,0.46,2,143,3,No accident,No promotion,IT,low,Yes
0.1,0.84,5,298,4,No accident,No promotion,IT,low,Yes
0.36,0.48,2,159,3,No accident,No promotion,product_mng,low,Yes
0.81,0.92,5,239,5,No accident,No promotion,product_mng,low,Yes
0.81,0.9,4,226,5,No accident,No promotion,product_mng,medium,Yes
0.85,0.98,5,248,5,No accident,No promotion,product_mng,medium,Yes
0.1,0.87,6,286,4,No accident,No promotion,IT,medium,Yes
0.37,0.54,2,145,3,No accident,No promotion,RandD,medium,Yes
0.09,0.97,7,254,4,Accident,No promotion,RandD,medium,Yes
0.44,0.53,2,127,3,No accident,No promotion,RandD,medium,Yes
0.86,0.93,5,223,5,No accident,No promotion,RandD,medium,Yes
0.77,1,4,255,5,No accident,No promotion,RandD,medium,Yes
0.41,0.48,2,136,3,No accident,No promotion,marketing,medium,Yes
0.4,0.48,2,137,3,No accident,No promotion,sales,medium,Yes
0.43,0.49,2,135,3,No accident,No promotion,accounting,medium,Yes
0.43,0.5,2,137,3,No accident,No promotion,support,medium,Yes
0.8,0.53,3,255,5,No accident,No promotion,technical,high,Yes
0.8,0.85,4,273,5,No accident,No promotion,management,low,Yes
0.82,0.98,5,234,5,No accident,No promotion,marketing,medium,Yes
0.37,0.54,2,152,3,No accident,No promotion,marketing,medium,Yes
0.37,0.48,2,134,3,No accident,No promotion,marketing,medium,Yes
0.09,0.95,6,292,4,No accident,No promotion,sales,medium,Yes
0.9,0.92,5,245,5,No accident,No promotion,sales,low,Yes
0.41,0.52,2,159,3,No accident,No promotion,sales,low,Yes
0.1,0.85,6,260,4,No accident,No promotion,sales,low,Yes
0.44,0.53,2,149,3,No accident,No promotion,sales,low,Yes
0.89,0.85,5,266,5,No accident,No promotion,sales,low,Yes
0.42,0.56,2,149,3,No accident,No promotion,sales,low,Yes
0.87,1,5,242,5,No accident,No promotion,sales,low,Yes
0.45,0.57,2,134,3,No accident,No promotion,sales,low,Yes
0.11,0.87,5,271,4,No accident,No promotion,sales,low,Yes
0.09,0.79,6,275,4,No accident,No promotion,sales,low,Yes
0.76,0.83,5,227,5,No accident,No promotion,sales,low,Yes
0.11,0.96,7,277,5,No accident,No promotion,sales,low,Yes
0.37,0.49,2,151,3,No accident,No promotion,sales,low,Yes
0.1,0.79,6,274,4,No accident,No promotion,sales,low,Yes
0.77,0.87,4,242,6,No accident,No promotion,sales,low,Yes
0.42,0.54,2,143,3,Accident,No promotion,sales,low,Yes
0.38,0.52,2,145,3,No accident,No promotion,sales,low,Yes
0.32,0.95,5,172,2,No accident,No promotion,sales,low,Yes
0.38,0.49,2,135,3,No accident,No promotion,accounting,low,Yes
0.19,1,4,192,4,No accident,No promotion,accounting,low,Yes
0.1,0.83,7,276,4,No accident,No promotion,accounting,low,Yes
0.76,0.88,4,206,4,No accident,No promotion,hr,medium,Yes
0.53,0.56,4,281,6,No accident,No promotion,hr,medium,Yes
0.39,0.51,2,151,3,No accident,No promotion,hr,medium,Yes
0.11,0.83,6,244,4,No accident,No promotion,hr,medium,Yes
0.1,0.94,6,309,4,No accident,No promotion,technical,medium,Yes
0.84,1,5,218,5,No accident,No promotion,technical,medium,Yes
0.82,0.99,4,263,6,No accident,No promotion,technical,medium,Yes
0.1,0.82,6,244,4,No accident,No promotion,technical,medium,Yes
0.59,0.49,7,263,4,No accident,No promotion,technical,medium,Yes
0.44,0.48,2,143,3,No accident,No promotion,technical,medium,Yes
0.89,0.95,2,181,5,No accident,No promotion,technical,medium,Yes
0.91,0.84,5,265,5,No accident,No promotion,technical,medium,Yes
0.66,0.57,5,161,5,No accident,No promotion,technical,high,Yes
0.11,0.87,7,282,5,No accident,No promotion,technical,low,Yes
0.43,0.51,2,155,3,No accident,No promotion,technical,medium,Yes
0.78,0.83,4,217,6,No accident,No promotion,support,medium,Yes
0.11,0.97,6,289,5,No accident,No promotion,support,medium,Yes
0.83,0.98,4,259,5,No accident,No promotion,support,medium,Yes
0.39,0.54,2,158,3,No accident,No promotion,support,low,Yes
0.38,0.55,2,158,3,No accident,No promotion,support,low,Yes
0.37,0.57,2,155,3,No accident,No promotion,support,low,Yes
0.44,0.48,2,146,3,No accident,No promotion,support,low,Yes
0.53,0.85,2,164,5,No accident,No promotion,support,low,Yes
0.09,0.96,6,259,4,No accident,No promotion,support,low,Yes
0.11,0.89,6,293,4,No accident,No promotion,support,low,Yes
0.83,0.96,5,275,5,No accident,No promotion,support,low,Yes
0.88,1,5,219,6,Accident,No promotion,technical,low,Yes
0.1,0.89,6,247,4,No accident,No promotion,technical,low,Yes
0.09,0.86,7,309,4,No accident,No promotion,technical,low,Yes
0.44,0.54,2,151,3,No accident,No promotion,management,low,Yes
0.39,0.51,2,129,3,No accident,No promotion,IT,low,Yes
0.87,0.94,4,274,5,No accident,No promotion,IT,low,Yes
0.74,0.99,4,233,5,No accident,No promotion,IT,low,Yes
0.1,0.95,7,289,4,No accident,No promotion,IT,low,Yes
0.74,0.82,4,239,6,No accident,No promotion,IT,low,Yes
0.75,0.99,5,221,5,No accident,No promotion,product_mng,low,Yes
0.41,0.56,2,150,3,No accident,No promotion,product_mng,low,Yes
0.41,0.45,2,144,3,Accident,No promotion,product_mng,low,Yes
0.09,0.9,7,289,4,No accident,No promotion,product_mng,low,Yes
0.09,0.8,6,301,5,No accident,No promotion,IT,medium,Yes
0.39,0.57,2,145,3,No accident,No promotion,accounting,medium,Yes
0.4,0.56,2,137,3,No accident,No promotion,accounting,medium,Yes
0.37,0.54,2,131,3,Accident,No promotion,hr,medium,Yes
0.1,0.84,6,246,4,No accident,No promotion,hr,medium,Yes
0.43,0.51,2,136,3,No accident,No promotion,hr,medium,Yes
0.75,0.85,5,240,6,Accident,No promotion,marketing,medium,Yes
0.37,0.56,2,156,3,No accident,No promotion,sales,medium,Yes
0.11,0.85,6,305,4,No accident,No promotion,accounting,medium,Yes
0.45,0.45,2,154,3,Accident,No promotion,support,medium,Yes
0.87,1,5,261,5,Accident,No promotion,technical,medium,Yes
0.11,0.94,7,244,4,No accident,No promotion,management,medium,Yes
0.45,0.54,2,129,3,No accident,No promotion,marketing,high,Yes
0.81,0.87,4,254,5,No accident,No promotion,marketing,low,Yes
0.77,0.91,5,236,5,No accident,No promotion,marketing,medium,Yes
0.89,0.92,5,237,5,No accident,No promotion,sales,medium,Yes
0.43,0.49,2,135,3,No accident,No promotion,sales,medium,Yes
0.78,1,5,236,5,No accident,No promotion,sales,medium,Yes
0.37,0.47,2,149,3,No accident,No promotion,sales,low,Yes
0.37,0.5,2,141,3,No accident,No promotion,sales,low,Yes
0.85,0.82,4,270,5,No accident,No promotion,sales,low,Yes
0.41,0.47,2,138,3,No accident,No promotion,sales,low,Yes
0.11,0.96,6,298,4,No accident,No promotion,sales,low,Yes
0.75,0.99,5,254,5,No accident,No promotion,sales,low,Yes
0.82,0.85,5,248,5,No accident,No promotion,sales,low,Yes
0.79,1,5,257,6,No accident,No promotion,sales,low,Yes
0.43,0.53,2,150,3,No accident,No promotion,sales,low,Yes
0.1,0.9,7,281,4,No accident,No promotion,sales,low,Yes
0.46,0.48,2,141,3,Accident,No promotion,sales,low,Yes
0.43,0.57,2,157,3,No accident,No promotion,sales,low,Yes
0.43,0.55,2,136,3,No accident,No promotion,sales,low,Yes
0.11,0.8,7,296,4,No accident,No promotion,sales,low,Yes
0.09,0.86,6,279,4,No accident,No promotion,sales,low,Yes
0.37,0.53,2,131,3,No accident,No promotion,sales,low,Yes
0.4,0.57,2,160,3,No accident,No promotion,accounting,low,Yes
0.1,0.77,7,291,4,No accident,No promotion,accounting,low,Yes
0.41,0.53,2,157,3,No accident,No promotion,accounting,low,Yes
0.79,0.58,3,294,4,No accident,No promotion,hr,low,Yes
0.11,0.79,7,310,4,No accident,No promotion,hr,low,Yes
0.1,0.97,6,282,4,No accident,No promotion,hr,medium,Yes
0.44,0.51,2,134,3,No accident,No promotion,hr,medium,Yes
0.25,0.46,4,214,4,No accident,No promotion,technical,medium,Yes
0.44,0.52,2,137,3,No accident,No promotion,technical,medium,Yes
0.73,1,4,252,5,No accident,No promotion,technical,medium,Yes
0.75,0.97,5,243,6,No accident,No promotion,technical,medium,Yes
0.36,0.47,2,148,3,No accident,No promotion,technical,medium,Yes
0.37,0.49,2,151,3,No accident,No promotion,technical,medium,Yes
0.39,0.49,2,129,3,No accident,No promotion,technical,medium,Yes
0.48,0.78,2,198,2,No accident,No promotion,technical,medium,Yes
0.57,0.72,4,275,6,No accident,No promotion,technical,medium,Yes
0.9,0.96,5,243,5,No accident,No promotion,technical,medium,Yes
0.39,0.55,2,159,3,No accident,No promotion,technical,high,Yes
0.44,0.51,2,145,3,No accident,No promotion,support,low,Yes
0.81,0.88,5,242,5,No accident,No promotion,support,medium,Yes
0.74,0.87,5,242,5,No accident,No promotion,support,medium,Yes
0.44,0.56,2,145,3,No accident,No promotion,support,medium,Yes
0.41,0.56,2,154,3,No accident,Promotion,support,medium,Yes
0.4,0.51,2,139,3,No accident,No promotion,support,low,Yes
0.46,0.57,2,152,3,No accident,No promotion,support,low,Yes
0.8,0.83,2,211,3,No accident,No promotion,support,low,Yes
0.87,0.9,5,258,5,No accident,No promotion,support,low,Yes
0.39,0.54,2,155,3,No accident,No promotion,support,low,Yes
0.38,0.55,2,148,3,No accident,No promotion,support,low,Yes
0.66,0.67,2,255,3,No accident,No promotion,technical,low,Yes
0.1,0.8,6,264,4,No accident,No promotion,technical,low,Yes
0.37,0.54,2,132,3,No accident,No promotion,technical,low,Yes
0.1,0.77,6,255,4,No accident,No promotion,management,low,Yes
0.09,0.87,5,263,4,No accident,No promotion,IT,low,Yes
0.86,0.84,5,222,5,No accident,No promotion,IT,low,Yes
0.11,0.9,6,263,4,No accident,No promotion,IT,low,Yes
0.37,0.46,2,157,3,No accident,No promotion,IT,low,Yes
0.11,0.92,7,307,4,No accident,No promotion,IT,low,Yes
0.77,0.98,5,259,6,No accident,No promotion,product_mng,low,Yes
0.84,0.94,5,222,6,No accident,No promotion,product_mng,low,Yes
0.1,0.84,7,250,4,No accident,No promotion,product_mng,low,Yes
0.83,0.9,5,245,5,No accident,No promotion,product_mng,low,Yes
0.11,0.79,6,292,4,No accident,No promotion,IT,low,Yes
0.86,0.92,5,252,5,No accident,No promotion,RandD,low,Yes
0.38,0.56,2,161,3,No accident,No promotion,RandD,medium,Yes
0.11,0.88,5,250,4,No accident,No promotion,RandD,medium,Yes
0.45,0.49,2,134,3,No accident,No promotion,RandD,medium,Yes
0.1,0.85,7,279,4,No accident,No promotion,RandD,medium,Yes
0.09,0.95,7,256,4,No accident,No promotion,marketing,medium,Yes
0.39,0.53,2,127,3,No accident,No promotion,sales,medium,Yes
0.37,0.47,2,138,3,Accident,No promotion,accounting,medium,Yes
0.81,0.97,5,243,5,No accident,No promotion,support,medium,Yes
0.09,0.9,7,296,4,No accident,No promotion,technical,medium,Yes
0.1,0.88,7,267,4,No accident,No promotion,management,medium,Yes
0.39,0.49,2,144,3,No accident,No promotion,marketing,medium,Yes
0.83,0.95,4,251,5,No accident,No promotion,marketing,medium,Yes
0.45,0.57,2,148,3,No accident,No promotion,marketing,high,Yes
0.43,0.51,2,141,3,No accident,No promotion,sales,low,Yes
0.8,0.75,3,268,2,No accident,No promotion,sales,medium,Yes
0.1,0.86,6,247,4,No accident,No promotion,sales,medium,Yes
0.1,0.55,2,247,4,No accident,No promotion,sales,medium,Yes
0.36,0.52,2,146,3,No accident,No promotion,sales,medium,Yes
0.38,0.5,2,140,3,No accident,No promotion,sales,low,Yes
0.78,0.98,5,263,6,No accident,No promotion,sales,low,Yes
0.44,0.49,2,145,3,No accident,No promotion,sales,low,Yes
0.41,0.46,2,156,3,Accident,No promotion,sales,low,Yes
0.72,0.85,5,244,6,No accident,No promotion,sales,low,Yes
0.46,0.54,2,144,3,No accident,No promotion,sales,low,Yes
0.1,0.9,7,286,4,No accident,No promotion,sales,low,Yes
0.34,0.67,4,141,2,No accident,No promotion,sales,low,Yes
0.11,0.89,6,260,5,No accident,No promotion,sales,low,Yes
0.38,0.56,2,154,3,No accident,No promotion,sales,low,Yes
0.82,0.92,5,225,5,No accident,No promotion,sales,low,Yes
0.39,0.57,2,127,3,No accident,No promotion,sales,low,Yes
0.44,0.53,2,140,3,No accident,No promotion,sales,low,Yes
0.43,0.52,2,147,3,No accident,No promotion,sales,low,Yes
0.84,0.83,4,227,5,No accident,No promotion,accounting,low,Yes
0.43,0.48,2,153,3,No accident,No promotion,accounting,low,Yes
0.37,0.52,2,128,3,No accident,No promotion,accounting,low,Yes
0.74,0.97,4,228,5,No accident,No promotion,hr,low,Yes
0.73,0.97,5,235,5,No accident,No promotion,hr,low,Yes
0.37,0.47,2,148,3,No accident,No promotion,hr,low,Yes
0.58,0.62,4,238,3,No accident,No promotion,hr,low,Yes
0.4,0.54,2,141,3,No accident,No promotion,technical,medium,Yes
0.51,0.83,5,249,4,No accident,No promotion,technical,medium,Yes
0.46,0.5,2,151,3,No accident,No promotion,technical,medium,Yes
0.45,0.54,2,129,3,No accident,No promotion,technical,medium,Yes
0.46,0.5,2,156,3,No accident,No promotion,technical,medium,Yes
0.39,0.45,2,134,3,No accident,No promotion,technical,medium,Yes
0.09,0.88,6,269,4,No accident,No promotion,technical,medium,Yes
0.09,0.77,6,290,4,No accident,No promotion,technical,medium,Yes
0.37,0.51,2,132,3,No accident,No promotion,technical,medium,Yes
0.1,0.89,7,308,4,No accident,No promotion,technical,medium,Yes
0.77,1,4,232,5,No accident,No promotion,technical,medium,Yes
0.79,0.86,5,235,5,No accident,No promotion,support,medium,Yes
0.43,0.55,2,130,3,No accident,No promotion,support,high,Yes
0.38,0.53,2,146,3,No accident,No promotion,support,low,Yes
0.77,0.91,5,221,6,No accident,No promotion,support,medium,Yes
0.44,0.5,2,130,3,No accident,No promotion,support,medium,Yes
0.39,0.46,2,136,3,No accident,No promotion,support,medium,Yes
0.78,0.89,5,274,6,No accident,No promotion,support,medium,Yes
0.1,0.79,6,256,5,No accident,No promotion,support,low,Yes
0.1,0.77,5,276,4,No accident,No promotion,support,low,Yes
0.75,0.85,5,267,5,No accident,No promotion,support,low,Yes
0.46,0.62,6,213,3,No accident,No promotion,support,low,Yes
0.91,0.97,4,274,6,No accident,No promotion,technical,low,Yes
0.1,0.92,6,258,4,No accident,No promotion,technical,low,Yes
0.72,0.6,3,153,5,No accident,No promotion,technical,low,Yes
0.11,0.95,6,245,4,No accident,No promotion,management,low,Yes
0.11,0.94,6,264,4,No accident,No promotion,IT,low,Yes
0.46,0.57,2,154,3,No accident,No promotion,IT,low,Yes
0.37,0.46,2,149,3,No accident,No promotion,IT,low,Yes
0.46,0.5,2,157,3,No accident,No promotion,IT,low,Yes
0.43,0.57,2,127,3,No accident,No promotion,IT,low,Yes
0.11,0.82,6,270,4,No accident,No promotion,product_mng,low,Yes
0.73,0.89,5,236,6,No accident,No promotion,product_mng,low,Yes
0.43,0.47,2,158,3,No accident,No promotion,product_mng,low,Yes
0.86,1,5,229,5,No accident,No promotion,product_mng,low,Yes
0.1,0.83,6,269,4,No accident,No promotion,IT,low,Yes
0.4,0.49,2,128,3,No accident,No promotion,sales,low,Yes
0.11,0.87,7,278,4,No accident,No promotion,sales,low,Yes
0.86,0.98,3,158,5,No accident,No promotion,sales,low,Yes
0.42,1,3,202,3,No accident,No promotion,sales,medium,Yes
0.79,0.84,4,240,5,No accident,No promotion,sales,medium,Yes
0.1,0.96,7,255,4,No accident,No promotion,marketing,medium,Yes
0.09,0.92,7,254,4,No accident,No promotion,sales,medium,Yes
0.09,0.82,6,257,4,No accident,No promotion,accounting,medium,Yes
0.87,1,4,228,5,No accident,No promotion,support,medium,Yes
0.36,0.49,2,145,3,No accident,No promotion,technical,medium,Yes
0.42,0.75,3,218,4,No accident,No promotion,management,medium,Yes
0.84,0.86,5,268,5,No accident,No promotion,marketing,medium,Yes
0.1,0.83,6,278,4,No accident,No promotion,marketing,medium,Yes
0.78,0.71,3,249,5,No accident,No promotion,marketing,medium,Yes
0.35,0.99,3,236,4,No accident,No promotion,sales,medium,Yes
0.1,0.81,7,291,4,No accident,No promotion,sales,high,Yes
0.11,0.8,6,306,4,No accident,No promotion,sales,low,Yes
0.43,0.48,2,135,3,No accident,No promotion,sales,medium,Yes
0.38,0.45,2,156,3,No accident,No promotion,sales,medium,Yes
0.46,0.54,2,143,3,No accident,No promotion,sales,medium,Yes
0.89,0.82,4,243,5,No accident,No promotion,sales,medium,Yes
0.45,0.5,2,147,3,No accident,No promotion,sales,low,Yes
0.44,0.53,2,159,3,No accident,No promotion,sales,low,Yes
0.74,0.54,5,216,3,No accident,No promotion,sales,low,Yes
0.45,0.54,2,152,3,No accident,No promotion,sales,low,Yes
0.79,0.93,4,226,5,No accident,No promotion,sales,low,Yes
0.79,0.91,5,271,5,No accident,No promotion,sales,low,Yes
0.11,0.87,6,255,4,No accident,No promotion,sales,low,Yes
0.42,0.48,2,140,3,No accident,No promotion,sales,low,Yes
0.64,0.9,6,252,2,No accident,No promotion,sales,low,Yes
0.4,0.55,2,159,3,No accident,No promotion,sales,low,Yes
0.84,0.98,5,270,5,No accident,No promotion,sales,low,Yes
0.73,0.92,5,232,5,No accident,No promotion,sales,low,Yes
0.4,0.51,2,144,3,No accident,No promotion,accounting,low,Yes
0.36,0.45,2,127,3,No accident,No promotion,accounting,low,Yes
0.43,0.47,2,131,3,No accident,No promotion,accounting,low,Yes
0.11,0.78,6,243,4,No accident,No promotion,hr,low,Yes
0.91,1,5,244,6,No accident,No promotion,hr,low,Yes
0.8,1,5,260,5,No accident,No promotion,hr,low,Yes
0.42,0.49,2,139,3,No accident,No promotion,hr,low,Yes
0.31,0.87,4,184,3,No accident,No promotion,technical,low,Yes
0.44,0.47,2,130,3,No accident,No promotion,technical,low,Yes
0.38,0.54,2,135,3,No accident,No promotion,technical,medium,Yes
0.45,0.56,2,146,3,No accident,No promotion,technical,medium,Yes
0.43,0.46,2,149,3,No accident,No promotion,technical,medium,Yes
0.45,0.46,2,153,3,Accident,No promotion,technical,medium,Yes
0.43,0.57,2,160,3,No accident,No promotion,technical,medium,Yes
0.43,0.49,2,160,3,No accident,No promotion,technical,medium,Yes
0.09,0.83,6,282,4,No accident,No promotion,technical,medium,Yes
0.43,0.47,2,128,3,No accident,No promotion,technical,medium,Yes
0.79,0.94,4,232,5,No accident,No promotion,technical,medium,Yes
0.85,0.58,3,226,2,No accident,No promotion,support,medium,Yes
0.38,0.45,2,129,3,No accident,No promotion,support,medium,Yes
0.11,0.92,7,255,4,No accident,No promotion,support,medium,Yes
0.83,0.99,5,258,5,No accident,No promotion,support,high,Yes
0.81,0.91,4,229,5,No accident,No promotion,support,low,Yes
0.42,0.56,2,143,3,No accident,No promotion,support,medium,Yes
0.11,0.87,6,257,4,No accident,No promotion,support,medium,Yes
0.11,0.85,7,275,4,No accident,No promotion,support,medium,Yes
0.1,0.89,7,291,4,No accident,No promotion,support,medium,Yes
0.5,0.54,5,153,4,No accident,No promotion,support,low,Yes
0.44,0.49,2,154,3,No accident,No promotion,support,low,Yes
0.11,0.9,6,301,4,No accident,No promotion,technical,low,Yes
0.39,0.52,2,134,3,No accident,No promotion,technical,low,Yes
0.11,0.78,6,245,4,No accident,No promotion,technical,low,Yes
